customer_id,company_name,industry,company_size_segment,region,country,signup_date,churn_date,initial_plan,contract_type,account_owner,risk_profile,power_user_flag,underpriced_flag,planned_upgrade_month
CUST-0401,Mason-Glass,Healthcare,SMB,North America,Canada,2025-08-23,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0402,Cohen-Hudson,Education,SMB,LATAM,Brazil,2025-12-01,,Starter,Annual,Maya Patel,Medium,False,False,
CUST-0403,Sampson Inc,Hospitality,SMB,Europe,Germany,2024-03-22,,Starter,Annual,Ethan Kim,Medium,False,False,
CUST-0404,"Mcgee, Elliott and Pope",Professional Services,SMB,North America,United States,2025-03-02,,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0405,Brown-Atkins,Media,SMB,Europe,France,2024-08-24,,Professional,Annual,Ethan Kim,Low,False,False,
CUST-0406,Ho-Williams,Technology,SMB,Europe,Netherlands,2024-06-25,,Starter,Annual,Sofia Garcia,Medium,True,False,
CUST-0407,Jones-Diaz,Media,SMB,North America,Canada,2024-07-28,,Starter,Annual,Avery Chen,High,False,False,
CUST-0408,Potter Group,Education,SMB,Europe,Germany,2024-09-14,,Starter,Annual,Noah Williams,Low,True,False,2025-09-01
CUST-0409,Jenkins Inc,Financial Services,SMB,North America,United States,2025-12-11,,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0410,Wheeler Group,Media,SMB,North America,Canada,2025-12-06,,Professional,Annual,Maya Patel,Low,True,False,
CUST-0411,Cannon Group,Education,Mid-Market,Europe,United Kingdom,2025-04-06,,Professional,Annual,Noah Williams,High,False,False,2025-12-01
CUST-0412,Meyer-Williams,Media,Enterprise,Europe,France,2024-09-22,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0413,Short-Grant,Professional Services,SMB,APAC,Australia,2025-03-28,,Starter,Monthly,Avery Chen,Medium,False,False,
CUST-0414,Mora-Myers,Financial Services,Mid-Market,APAC,Japan,2025-11-28,2026-05-08,Starter,Annual,Noah Williams,High,True,False,
CUST-0415,Murphy-Walker,Hospitality,Enterprise,North America,United States,2024-03-27,,Enterprise,Annual,Ethan Kim,Low,False,False,
CUST-0416,Terrell PLC,Technology,SMB,LATAM,Brazil,2024-10-01,,Starter,Monthly,Jordan Lee,Low,False,False,
CUST-0417,"Johnson, Gonzalez and Clayton",Logistics,Mid-Market,Europe,France,2024-10-05,2025-04-20,Professional,Monthly,Sofia Garcia,Low,False,False,
CUST-0418,Rowland-Aguilar,Manufacturing,Mid-Market,APAC,Singapore,2024-04-22,2026-03-09,Professional,Monthly,Maya Patel,Low,True,True,
CUST-0419,Cook-Sheppard,Technology,SMB,North America,United States,2024-08-04,,Professional,Monthly,Avery Chen,Medium,False,False,
CUST-0420,"Vasquez, Morris and Lane",Hospitality,SMB,North America,United States,2025-11-24,,Starter,Annual,Sofia Garcia,Medium,False,False,
CUST-0421,Sawyer-Craig,Financial Services,Enterprise,APAC,Japan,2025-04-11,,Professional,Annual,Sofia Garcia,Low,False,False,
CUST-0422,"Owens, Ball and Lopez",Education,Mid-Market,APAC,Singapore,2025-04-20,,Professional,Annual,Ethan Kim,High,False,False,
CUST-0423,Mathews-Daniels,Healthcare,Enterprise,North America,United States,2025-01-31,,Professional,Annual,Noah Williams,Low,False,False,
CUST-0424,Barnes-Bradley,Technology,SMB,Europe,Germany,2025-09-26,,Starter,Monthly,Sofia Garcia,Low,False,False,
CUST-0425,White Group,Healthcare,SMB,Europe,United Kingdom,2025-05-10,,Starter,Annual,Sofia Garcia,Low,False,False,2026-01-01
CUST-0426,Harris-Garcia,Retail,SMB,North America,United States,2024-10-07,,Professional,Annual,Maya Patel,Low,False,False,
CUST-0427,"Clark, Thomas and Adkins",Technology,Mid-Market,APAC,Japan,2024-09-22,,Professional,Monthly,Maya Patel,Medium,False,False,
CUST-0428,Hernandez-Stewart,Hospitality,SMB,LATAM,Brazil,2024-12-14,,Starter,Annual,Avery Chen,Low,False,False,
CUST-0429,Alexander Group,Logistics,SMB,North America,Canada,2024-12-09,,Starter,Annual,Jordan Lee,Low,False,False,2026-01-01
CUST-0430,Smith-Morris,Healthcare,Enterprise,Europe,United Kingdom,2024-06-27,,Enterprise,Annual,Maya Patel,Low,False,False,
CUST-0431,Jenkins-Powell,Retail,Mid-Market,North America,Canada,2026-01-14,,Professional,Monthly,Avery Chen,Low,True,False,
CUST-0432,Hopkins Group,Retail,Mid-Market,North America,United States,2025-09-01,,Professional,Annual,Ethan Kim,Low,True,False,
CUST-0433,"Hancock, Harper and Singh",Technology,SMB,North America,United States,2024-04-30,,Starter,Monthly,Ethan Kim,Medium,True,False,
CUST-0434,Hahn and Sons,Logistics,SMB,Europe,Netherlands,2025-05-13,,Starter,Annual,Sofia Garcia,Low,True,False,
CUST-0435,"Matthews, Cummings and Hughes",Technology,SMB,Europe,Germany,2025-07-10,,Starter,Monthly,Jordan Lee,Medium,False,False,
CUST-0436,Smith-James,Manufacturing,SMB,APAC,Japan,2025-08-04,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0437,Golden-Rogers,Logistics,SMB,North America,United States,2025-04-29,,Professional,Annual,Jordan Lee,Medium,False,False,
CUST-0438,Fox LLC,Technology,Mid-Market,North America,United States,2026-01-07,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0439,Burgess Inc,Retail,Enterprise,North America,United States,2026-01-29,,Enterprise,Monthly,Ethan Kim,Low,True,True,
CUST-0440,Nguyen-Murphy,Manufacturing,Mid-Market,Europe,France,2025-10-21,,Professional,Annual,Noah Williams,Medium,False,False,
CUST-0441,Costa Group,Technology,SMB,North America,United States,2025-05-12,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0442,"Martin, Jackson and Davis",Hospitality,Enterprise,North America,United States,2024-09-28,,Enterprise,Monthly,Noah Williams,Low,True,False,
CUST-0443,Thomas-Townsend,Technology,SMB,Europe,United Kingdom,2025-07-12,,Starter,Monthly,Ethan Kim,Low,False,False,
CUST-0444,Odonnell-Padilla,Media,Mid-Market,North America,United States,2025-06-13,,Professional,Monthly,Ethan Kim,Low,False,False,
CUST-0445,Clark-Robinson,Technology,Enterprise,North America,Canada,2024-08-20,,Professional,Monthly,Avery Chen,Medium,False,False,
CUST-0446,White Ltd,Manufacturing,SMB,North America,United States,2024-09-25,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0447,Wright-Haas,Logistics,SMB,Europe,Netherlands,2026-01-14,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0448,"Burke, Davis and Smith",Education,SMB,APAC,Australia,2026-01-23,,Starter,Annual,Jordan Lee,Low,False,False,
CUST-0449,Williams LLC,Education,Enterprise,North America,United States,2024-06-06,,Enterprise,Monthly,Ethan Kim,Low,False,False,
CUST-0450,Tate-White,Education,SMB,Europe,Germany,2026-01-16,,Starter,Monthly,Jordan Lee,Low,False,False,
CUST-0451,Anderson-Martin,Media,Mid-Market,Europe,Netherlands,2026-02-15,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0452,Howard-Curtis,Education,SMB,North America,Canada,2025-09-10,2026-03-31,Starter,Annual,Noah Williams,High,False,False,
CUST-0453,Williams-Melendez,Hospitality,Mid-Market,North America,Canada,2025-10-27,2026-04-24,Professional,Annual,Jordan Lee,Medium,False,False,
CUST-0454,"Landry, Kirby and Murray",Manufacturing,SMB,North America,Canada,2024-05-18,,Professional,Annual,Ethan Kim,Low,False,False,
CUST-0455,Larson-Ford,Media,SMB,North America,Canada,2026-03-16,,Starter,Monthly,Avery Chen,Low,False,False,
CUST-0456,Sanchez LLC,Financial Services,Mid-Market,North America,United States,2025-04-09,2026-04-19,Professional,Annual,Maya Patel,Low,False,False,
CUST-0457,Huang Group,Retail,SMB,Europe,France,2025-01-03,,Starter,Monthly,Jordan Lee,Medium,False,False,
CUST-0458,"Smith, Jones and Thomas",Financial Services,Enterprise,North America,United States,2025-04-11,2026-02-20,Professional,Monthly,Jordan Lee,High,False,False,
CUST-0459,"Phillips, Barton and Campbell",Financial Services,Mid-Market,North America,Canada,2025-01-17,,Professional,Annual,Avery Chen,Low,False,False,
CUST-0460,"Figueroa, Scott and Bates",Financial Services,SMB,Europe,France,2025-11-24,,Starter,Annual,Jordan Lee,Medium,False,False,
CUST-0461,Payne-Vasquez,Financial Services,SMB,North America,United States,2026-02-17,,Starter,Annual,Noah Williams,Low,False,False,
CUST-0462,"Young, Lee and Wagner",Professional Services,SMB,North America,Canada,2024-10-02,,Starter,Monthly,Maya Patel,Low,False,False,
CUST-0463,"Sheppard, Mercado and Rivera",Professional Services,SMB,North America,Canada,2024-03-26,,Starter,Annual,Sofia Garcia,Low,False,False,
CUST-0464,Salazar-Rivera,Financial Services,SMB,North America,United States,2024-04-01,,Starter,Monthly,Noah Williams,Low,False,False,
CUST-0465,Buchanan PLC,Media,SMB,APAC,Australia,2025-09-25,,Starter,Annual,Avery Chen,Medium,False,False,
CUST-0466,Robinson Ltd,Professional Services,SMB,LATAM,Mexico,2024-09-15,,Starter,Monthly,Sofia Garcia,Low,False,False,2025-10-01
CUST-0467,"Poole, Strong and Miller",Technology,Mid-Market,North America,Canada,2026-02-25,,Professional,Annual,Jordan Lee,High,False,False,
CUST-0468,Barker Group,Education,Mid-Market,North America,Canada,2026-02-19,,Professional,Annual,Sofia Garcia,Medium,False,False,
CUST-0469,"Sherman, Patel and Freeman",Professional Services,SMB,North America,United States,2024-04-09,2025-11-16,Starter,Monthly,Sofia Garcia,High,False,False,
CUST-0470,Peck-Maxwell,Manufacturing,SMB,North America,United States,2026-01-21,,Starter,Annual,Ethan Kim,Low,False,False,
CUST-0471,"Smith, Edwards and Huffman",Hospitality,Mid-Market,North America,Canada,2024-10-04,,Professional,Annual,Noah Williams,High,False,False,
CUST-0472,Hebert-Martinez,Retail,SMB,North America,United States,2025-01-31,,Professional,Monthly,Sofia Garcia,Low,False,False,
CUST-0473,"Black, Lowe and Miller",Hospitality,SMB,North America,United States,2024-04-13,,Starter,Monthly,Maya Patel,Low,False,False,
CUST-0474,"Mendoza, Sullivan and Robertson",Media,SMB,North America,Canada,2024-08-03,,Professional,Monthly,Ethan Kim,Low,False,False,
CUST-0475,"Stewart, Reynolds and Summers",Healthcare,Mid-Market,Europe,France,2024-07-03,,Professional,Annual,Maya Patel,Medium,True,True,
CUST-0476,Kennedy-Bishop,Professional Services,Enterprise,North America,United States,2026-03-10,,Enterprise,Annual,Jordan Lee,Low,False,False,
CUST-0477,"Ward, Torres and Ryan",Financial Services,SMB,North America,United States,2025-01-22,,Starter,Annual,Maya Patel,Low,True,False,2026-03-01
CUST-0478,Farrell Inc,Technology,SMB,LATAM,Mexico,2024-10-20,,Starter,Monthly,Maya Patel,Medium,False,False,
CUST-0479,Liu and Sons,Financial Services,SMB,APAC,India,2025-12-29,,Starter,Monthly,Sofia Garcia,Medium,False,False,
CUST-0480,Turner LLC,Financial Services,Enterprise,Europe,United Kingdom,2024-11-23,,Enterprise,Monthly,Avery Chen,Medium,False,False,
